itinerario,endereco,referencia,horario,turno
01 - Colina do Pontal,Av. Amazonas - Pq. Internacional - Campo Limpo Pta,Escola Georgina Helena Fortarel,4:23,T4
01 - Colina do Pontal,Estrada do Garcia - Jd. Marchetti - Campo Limpo Pta,Esquina com a Rua Antenor Tavares,4:27,T4
01 - Colina do Pontal,Avenida Alfried Krupp - Jd. Europa - Campo Limpo Pta,Hospital de Clínicas,4:30,T4
01 - Colina do Pontal,Av. dos Emancipadores - Centro - Campo Limpo Pta,Posto de Combustível BR,4:32,T4
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Lojas Cem,4:34,T4
01 - Colina do Pontal,R. Primeiro de Dezembro - Jd. Marsola - Campo Limpo Pta,Quadra de Areia,4:37,T4
01 - Colina do Pontal,Av. Adherbal da Costa Moreira - Centro - Campo Limpo Pta,Depósito Figueira Branca,4:38,T4
01 - Colina do Pontal,Rua Antonio Farina - Jd. América - Campo Limpo Pta,Deposito Figueira Branca (Lateral),4:39,T4
01 - Colina do Pontal,Av. João Amato - Jd. America - Campo Limpo Pta,Só Piso,4:40,T4
01 - Colina do Pontal,Av. Marginal do Rio Jundiaí - Jd. Paulista - Varzea Paulista,J W V Comércio,4:45,T4
01 - Colina do Pontal,Viaduto Emancipadores - Centro - Varzea Paulista,Sem Ponto,4:47,T4
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Prefeitura de Várzea Paulista,4:50,T4
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Habib's,4:52,T4
01 - Colina do Pontal,Av. Fernão Dias Paes Leme - Centro - Varzea Paulista,Ponto da Caedu,4:54,T4
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Ricoy,4:57,T4
01 - Colina do Pontal,Rua Várzea Paulista - Agapeama - Jundiaí,Rally Decorações,4:58,T4
01 - Colina do Pontal,R. José Maria Marinho - Vila Agricola - Jundiaí,Amarati,5:03,T4
01 - Colina do Pontal,Av. Ferroviários - Vila Arens - Jundiaí,Terminal Vila Arens,5:06,T4
01 - Colina do Pontal,Rua 15 de Novembro - Vila Arens - Jundiaí,Sem Ponto,5:06,T4
01 - Colina do Pontal,Rua José do Patrocinio - Vila Arens - Jundiaí,Argos,5:07,T4
01 - Colina do Pontal,Rua Atilio Vianelo - Vianelo - Jundiaí,Sem Ponto,5:07,T4
01 - Colina do Pontal,Rua da Saúde - Vianelo - Jundiaí,Igreja Jesus Cristo é o Senhor,5:10,T4
01 - Colina do Pontal,R. Baronesa do Japi - Centro - Jundiaí,Sem Ponto,5:10,T4
01 - Colina do Pontal,R. Cel. Leme da Fonseca - Centro - Jundiaí,Droga Raia,5:11,T4
01 - Colina do Pontal,Viaduto Avenida Jundiaí - Anhangabaú - Jundiaí,Ponto de Ônibus Urbano,5:13,T4
01 - Colina do Pontal,Av. Jundiaí - Anhangabaú - Jundiaí,Festa da Uva,5:15,T4
01 - Colina do Pontal,Marginal da Rod. Anhanguera - Retiro - Jundiaí,Passarela Carrefour,5:17,T4
01 - Colina do Pontal,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:20,T4
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Terminal Botujuru,4:00,T1
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Estação Ferroviária de Botujuru,4:01,T1
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Lanchonete e sorveteria Maga,4:03,T1
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Açai da Praça,4:04,T1
02 - Botujuru,R. Francisco Miguel - Centro - Campo Limpo Pta,Mega Real,4:08,T1
02 - Botujuru,Rua Campos Salles - Centro - Campo Limpo Pta,Praça dos Estudantes,4:09,T1
02 - Botujuru,Rua Julio Prestes - Centro - Campo Limpo Pta,Empório BRS,4:10,T1
02 - Botujuru,Rodovia Edgard Máximo Zamboto - Jardim Santa Lucia - Campo Limpo Pta,Trevo de Campo Limpo Paulista,4:11,T1
02 - Botujuru,Rua Palmeiras dos índios - Jd. Vista Alegre - Campo Limpo pta,Até Mercado Vitória e retorna,4:13,T1
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Posto Combustivel,4:14,T1
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Rancho da Pamonha,4:15,T1
02 - Botujuru,Av. Dom Pedro I - Jd. Guanciale - Campo Limpo Pta,Rápido Luxo Campinas,4:18,T1
02 - Botujuru,Av. 21 de Março - Jd. Felicidade - Varzea Paulista,3ª Companhia da Polícia Militar,4:20,T1
02 - Botujuru,R. Inglaterra - Jd. Promeca - Varzea Paulista,Ponto de Ônibus Urbano,4:21,T1
02 - Botujuru,R. Victorio Spinucci - Jd. Promeca - Varzea Paulista,Panificadora & Confeitaria Trigal,4:22,T1
02 - Botujuru,Av. Duque de Caxias - Centro Varzea Pta - Varzea Paulista,Shopping Alegria,4:24,T1
02 - Botujuru,Av. Ipiranga - Centro Varzea Pta - Varzea Paulista,Espaço Cidadania,4:27,T1
02 - Botujuru,Av. Fernão dias Paes Leme - Centro Varzea Pta - Varzea Paulista,Banco do Brasil,4:29,T1
02 - Botujuru,Av. Fernão dias Paes Leme - Maria de Fatima - Varzea Paulista,Lojas Cem,4:30,T1
02 - Botujuru,Av. Fernão dias Paes Leme - Vila Cristo - Várzea Divisa Jundiaí,Ponto da Caedu,4:31,T1
02 - Botujuru,R. Olivio Moro - Buriti - Várzea Divisa Jundiaí,Mercado Dinho,4:35,T1
02 - Botujuru,R. Mathias Mucha - Buriti - Jundiaí,Mecânica Doda,4:36,T1
02 - Botujuru,Av. Nações Unidas - Vila Esperança - Jundiaí,Área de Lazer Ivete do Carmo (Parquinho),4:37,T1
02 - Botujuru,R. Guilherme Augusto Baad - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,4:38,T1
02 - Botujuru,R. Ricardo Gobbo - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,4:39,T1
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Orquídea,4:40,T1
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Magnólia,4:41,T1
02 - Botujuru,R. Vítor Marcelo de Castro - Cidade Jardim - Jundiaí,Mercearia e Padaria Center Pão,4:42,T1
02 - Botujuru,R. Pedro Kramer - Cidade Jardim - Jundiaí,Ponto de Ônibus Urbano,4:43,T1
02 - Botujuru,R. Juraci Paupério - Cidade Jardim - Jundiaí,Arena Pizza,4:44,T1
02 - Botujuru,R. Rachid Jorge Cury - Jd. Do Lago - Jundiaí,Ponto de Ônibus Urbano,4:45,T1
02 - Botujuru,Av. Samuel Martins - Vila Progresso - Jundiaí,Posto Shell,4:46,T1
02 - Botujuru,R. Santa Catarina - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,4:47,T1
02 - Botujuru,R. Zuferey - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,4:48,T1
02 - Botujuru,R. Lestapis - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,4:49,T1
02 - Botujuru,Rua São luiz - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,4:50,T1
02 - Botujuru,R. Cica - Jd. Cica - Jundiaí,Telha Norte,4:51,T1
02 - Botujuru,R. Messina - Jd. Messina - Jundiaí,Sobam,4:53,T1
02 - Botujuru,Av.Nove de Julho - Jd. Paulista - Jundiaí,Ponto Próximo a Rodoviária,4:56,T1
02 - Botujuru,Marginal Rod. Anhanguera - Anhangabaú - Jundiaí,Sem Ponto,4:58,T1
02 - Botujuru,Rod. Anhanguera - Retiro - Jundiaí,Sem Ponto,5:00,T1
02 - Botujuru,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:02,T1
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Terminal Botujuru,12:00,T2
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Estação Ferroviária de Botujuru,12:01,T2
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Lanchonete e sorveteria Maga,12:04,T2
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Açai da Praça,12:07,T2
02 - Botujuru,R. Francisco Miguel - Centro - Campo Limpo Pta,Mega Real,12:09,T2
02 - Botujuru,Rua Campos Salles - Centro - Campo Limpo Pta,Praça dos Estudantes,12:10,T2
02 - Botujuru,Rua Julio Prestes - Centro - Campo Limpo Pta,Empório BRS,12:11,T2
02 - Botujuru,Rodovia Edgard Máximo Zamboto - Jardim Santa Lucia - Campo Limpo Pta,Trevo de Campo Limpo Paulista,12:12,T2
02 - Botujuru,Rua Palmeiras dos índios - Jd. Vista Alegre - Campo Limpo pta,Até Mercado Vitória e retorna,12:16,T2
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Posto Combustivel,12:17,T2
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Rancho da Pamonha,12:21,T2
02 - Botujuru,Av. Dom Pedro I - Jd. Guanciale - Campo Limpo Pta,Rápido Luxo Campinas,12:24,T2
02 - Botujuru,Av. 21 de Março - Jd. Felicidade - Varzea Paulista,3ª Companhia da Polícia Militar,12:26,T2
02 - Botujuru,R. Inglaterra - Jd. Promeca - Varzea Paulista,Ponto de Ônibus Urbano,12:28,T2
02 - Botujuru,R. Victorio Spinucci - Jd. Promeca - Varzea Paulista,Panificadora & Confeitaria Trigal,12:30,T2
02 - Botujuru,Av. Duque de Caxias - Centro Varzea Pta - Varzea Paulista,Shopping Alegria,12:32,T2
02 - Botujuru,Av. Ipiranga - Centro Varzea Pta - Varzea Paulista,Espaço Cidadania,12:35,T2
02 - Botujuru,Av. Fernão dias Paes Leme - Centro Varzea Pta - Varzea Paulista,Banco do Brasil,12:37,T2
02 - Botujuru,Av. Fernão dias Paes Leme - Maria de Fatima - Varzea Paulista,Lojas Cem,12:38,T2
02 - Botujuru,Av. Fernão dias Paes Leme - Vila Cristo - Várzea Divisa Jundiaí,Ponto da Caedu,12:40,T2
02 - Botujuru,R. Olivio Moro - Buriti - Várzea Divisa Jundiaí,Mercado Dinho,12:43,T2
02 - Botujuru,R. Mathias Mucha - Buriti - Jundiaí,Mecânica Doda,12:45,T2
02 - Botujuru,Av. Nações Unidas - Vila Esperança - Jundiaí,Área de Lazer Ivete do Carmo (Parquinho),12:46,T2
02 - Botujuru,R. Guilherme Augusto Baad - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,12:47,T2
02 - Botujuru,R. Ricardo Gobbo - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,12:49,T2
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Orquídea,12:51,T2
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Magnólia,12:53,T2
02 - Botujuru,R. Vítor Marcelo de Castro - Cidade Jardim - Jundiaí,Mercearia e Padaria Center Pão,12:53,T2
02 - Botujuru,R. Pedro Kramer - Cidade Jardim - Jundiaí,Ponto de Ônibus Urbano,12:55,T2
02 - Botujuru,R. Juraci Paupério - Cidade Jardim - Jundiaí,Arena Pizza,12:56,T2
02 - Botujuru,R. Rachid Jorge Cury - Jd. Do Lago - Jundiaí,Ponto de Ônibus Urbano,13:00,T2
02 - Botujuru,Av. Samuel Martins - Vila Progresso - Jundiaí,Posto Shell,13:03,T2
02 - Botujuru,R. Santa Catarina - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,13:04,T2
02 - Botujuru,R. Zuferey - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,13:05,T2
02 - Botujuru,R. Lestapis - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,13:06,T2
02 - Botujuru,Rua São luiz - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,13:08,T2
02 - Botujuru,R. Cica - Jd. Cica - Jundiaí,Telha Norte,13:08,T2
02 - Botujuru,R. Messina - Jd. Messina - Jundiaí,Sobam,13:09,T2
02 - Botujuru,Av.Nove de Julho - Jd. Paulista - Jundiaí,Ponto Próximo a Rodoviária,13:12,T2
02 - Botujuru,Marginal Rod. Anhanguera - Anhangabaú - Jundiaí,Sem Ponto,13:15,T2
02 - Botujuru,Rod. Anhanguera - Retiro - Jundiaí,Sem Ponto,13:19,T2
02 - Botujuru,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,13:21,T2
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Terminal Botujuru,20:00,T3
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Estação Ferroviária de Botujuru,20:01,T3
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Lanchonete e sorveteria Maga,20:04,T3
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Açai da Praça,20:07,T3
02 - Botujuru,R. Francisco Miguel - Centro - Campo Limpo Pta,Mega Real,20:09,T3
02 - Botujuru,Rua Campos Salles - Centro - Campo Limpo Pta,Praça dos Estudantes,20:10,T3
02 - Botujuru,Rua Julio Prestes - Centro - Campo Limpo Pta,Empório BRS,20:11,T3
02 - Botujuru,Rodovia Edgard Máximo Zamboto - Jardim Santa Lucia - Campo Limpo Pta,Trevo de Campo Limpo Paulista,20:12,T3
02 - Botujuru,Rua Palmeiras dos índios - Jd. Vista Alegre - Campo Limpo pta,Até Mercado Vitória e retorna,20:16,T3
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Posto Combustivel,20:17,T3
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Rancho da Pamonha,20:21,T3
02 - Botujuru,Av. Dom Pedro I - Jd. Guanciale - Campo Limpo Pta,Rápido Luxo Campinas,20:24,T3
02 - Botujuru,Av. 21 de Março - Jd. Felicidade - Varzea Paulista,3ª Companhia da Polícia Militar,20:26,T3
02 - Botujuru,R. Inglaterra - Jd. Promeca - Varzea Paulista,Ponto de Ônibus Urbano,20:28,T3
02 - Botujuru,R. Victorio Spinucci - Jd. Promeca - Varzea Paulista,Panificadora & Confeitaria Trigal,20:30,T3
02 - Botujuru,Av. Duque de Caxias - Centro Varzea Pta - Varzea Paulista,Shopping Alegria,20:32,T3
02 - Botujuru,Av. Ipiranga - Centro Varzea Pta - Varzea Paulista,Espaço Cidadania,20:35,T3
02 - Botujuru,Av. Fernão dias Paes Leme - Centro Varzea Pta - Varzea Paulista,Banco do Brasil,20:37,T3
02 - Botujuru,Av. Fernão dias Paes Leme - Maria de Fatima - Varzea Paulista,Lojas Cem,20:38,T3
02 - Botujuru,Av. Fernão dias Paes Leme - Vila Cristo - Várzea Divisa Jundiaí,Ponto da Caedu,20:40,T3
02 - Botujuru,R. Olivio Moro - Buriti - Várzea Divisa Jundiaí,Mercado Dinho,20:43,T3
02 - Botujuru,R. Mathias Mucha - Buriti - Jundiaí,Mecânica Doda,20:45,T3
02 - Botujuru,Av. Nações Unidas - Vila Esperança - Jundiaí,Área de Lazer Ivete do Carmo (Parquinho),20:46,T3
02 - Botujuru,R. Guilherme Augusto Baad - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,20:47,T3
02 - Botujuru,R. Ricardo Gobbo - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,20:49,T3
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Orquídea,20:51,T3
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Magnólia,20:53,T3
02 - Botujuru,R. Vítor Marcelo de Castro - Cidade Jardim - Jundiaí,Mercearia e Padaria Center Pão,20:53,T3
02 - Botujuru,R. Pedro Kramer - Cidade Jardim - Jundiaí,Ponto de Ônibus Urbano,20:55,T3
02 - Botujuru,R. Juraci Paupério - Cidade Jardim - Jundiaí,Arena Pizza,20:56,T3
02 - Botujuru,R. Rachid Jorge Cury - Jd. Do Lago - Jundiaí,Ponto de Ônibus Urbano,21:00,T3
02 - Botujuru,Av. Samuel Martins - Vila Progresso - Jundiaí,Posto Shell,21:03,T3
02 - Botujuru,R. Santa Catarina - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,21:04,T3
02 - Botujuru,R. Zuferey - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,21:05,T3
02 - Botujuru,R. Lestapis - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,21:06,T3
02 - Botujuru,Rua São luiz - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,21:08,T3
02 - Botujuru,R. Cica - Jd. Cica - Jundiaí,Telha Norte,21:08,T3
02 - Botujuru,R. Messina - Jd. Messina - Jundiaí,Sobam,21:09,T3
02 - Botujuru,Av.Nove de Julho - Jd. Paulista - Jundiaí,Ponto Próximo a Rodoviária,21:12,T3
02 - Botujuru,Marginal Rod. Anhanguera - Anhangabaú - Jundiaí,Sem Ponto,21:15,T3
02 - Botujuru,Rod. Anhanguera - Retiro - Jundiaí,Sem Ponto,21:19,T3
02 - Botujuru,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,21:21,T3
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Terminal Botujuru,4:00,T4
02 - Botujuru,R. Bela Vista - Botujuru - Campo Limpo Pta,Estação Ferroviária de Botujuru,4:01,T4
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Lanchonete e sorveteria Maga,4:03,T4
02 - Botujuru,Estr. Faustino Bizeto - Botujuru - Campo Limpo Pta,Açai da Praça,4:04,T4
02 - Botujuru,R. Francisco Miguel - Centro - Campo Limpo Pta,Mega Real,4:08,T4
02 - Botujuru,Rua Campos Salles - Centro - Campo Limpo Pta,Praça dos Estudantes,4:09,T4
02 - Botujuru,Rua Julio Prestes - Centro - Campo Limpo Pta,Empório BRS,4:10,T4
02 - Botujuru,Rodovia Edgard Máximo Zamboto - Jardim Santa Lucia - Campo Limpo Pta,Trevo de Campo Limpo Paulista,4:11,T4
02 - Botujuru,Rua Palmeiras dos índios - Jd. Vista Alegre - Campo Limpo pta,Até Mercado Vitória e retorna,4:13,T4
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Posto Combustivel,4:14,T4
02 - Botujuru,Rod. Edgar Maximo Zamboto - Lagoa Branca - Campo Limpo pta,Rancho da Pamonha,4:15,T4
02 - Botujuru,Av. Dom Pedro I - Jd. Guanciale - Campo Limpo Pta,Rápido Luxo Campinas,4:18,T4
02 - Botujuru,Av. 21 de Março - Jd. Felicidade - Varzea Paulista,3ª Companhia da Polícia Militar,4:20,T4
02 - Botujuru,R. Inglaterra - Jd. Promeca - Varzea Paulista,Ponto de Ônibus Urbano,4:21,T4
02 - Botujuru,R. Victorio Spinucci - Jd. Promeca - Varzea Paulista,Panificadora & Confeitaria Trigal,4:22,T4
02 - Botujuru,Av. Duque de Caxias - Centro Varzea Pta - Varzea Paulista,Shopping Alegria,4:24,T4
02 - Botujuru,Av. Ipiranga - Centro Varzea Pta - Varzea Paulista,Espaço Cidadania,4:27,T4
02 - Botujuru,Av. Fernão dias Paes Leme - Centro Varzea Pta - Varzea Paulista,Banco do Brasil,4:29,T4
02 - Botujuru,Av. Fernão dias Paes Leme - Maria de Fatima - Varzea Paulista,Lojas Cem,4:30,T4
02 - Botujuru,Av. Fernão dias Paes Leme - Vila Cristo - Várzea Divisa Jundiaí,Ponto da Caedu,4:31,T4
02 - Botujuru,R. Olivio Moro - Buriti - Várzea Divisa Jundiaí,Mercado Dinho,4:35,T4
02 - Botujuru,R. Mathias Mucha - Buriti - Jundiaí,Mecânica Doda,4:36,T4
02 - Botujuru,Av. Nações Unidas - Vila Esperança - Jundiaí,Área de Lazer Ivete do Carmo (Parquinho),4:37,T4
02 - Botujuru,R. Guilherme Augusto Baad - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,4:38,T4
02 - Botujuru,R. Ricardo Gobbo - Vila Esperança - Jundiaí,Ponto de Ônibus Urbano,4:39,T4
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Orquídea,4:40,T4
02 - Botujuru,R. Elizia Machado Benassi - Cidade Jardim - Jundiaí,Residencial Magnólia,4:41,T4
02 - Botujuru,R. Vítor Marcelo de Castro - Cidade Jardim - Jundiaí,Mercearia e Padaria Center Pão,4:42,T4
02 - Botujuru,R. Pedro Kramer - Cidade Jardim - Jundiaí,Ponto de Ônibus Urbano,4:43,T4
02 - Botujuru,R. Juraci Paupério - Cidade Jardim - Jundiaí,Arena Pizza,4:44,T4
02 - Botujuru,R. Rachid Jorge Cury - Jd. Do Lago - Jundiaí,Ponto de Ônibus Urbano,4:45,T4
02 - Botujuru,Av. Samuel Martins - Vila Progresso - Jundiaí,Posto Shell,4:46,T4
02 - Botujuru,R. Santa Catarina - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,4:47,T4
02 - Botujuru,R. Zuferey - Jd. Esplanada - Jundiaí,Ponto de Ônibus Urbano,4:48,T4
02 - Botujuru,R. Lestapis - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,4:49,T4
02 - Botujuru,Rua São luiz - Vl . Isabel - Jundiaí,Ponto de Ônibus Urbano,4:50,T4
02 - Botujuru,R. Cica - Jd. Cica - Jundiaí,Telha Norte,4:51,T4
02 - Botujuru,R. Messina - Jd. Messina - Jundiaí,Sobam,4:53,T4
02 - Botujuru,Av.Nove de Julho - Jd. Paulista - Jundiaí,Ponto Próximo a Rodoviária,4:56,T4
02 - Botujuru,Marginal Rod. Anhanguera - Anhangabaú - Jundiaí,Sem Ponto,4:58,T4
02 - Botujuru,Rod. Anhanguera - Retiro - Jundiaí,Sem Ponto,5:00,T4
02 - Botujuru,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Sem Ponto,5:02,T4
03 - Franco da Rocha,Av. dos Expedicionarios - Centro - Franco da Rocha,Shopping Franco da Rocha,4:15,T1
03 - Franco da Rocha,R. Basílio Fazzi - Centro - Franco da Rocha,McDonald's,4:16,T1
03 - Franco da Rocha,R. Benedito Fagundes Marques - Centro - Franco da Rocha,Posto Zebrinha,4:18,T1
03 - Franco da Rocha,R. Paoli - Vila Irma - Franco da Rocha,Friomaq,4:19,T1
03 - Franco da Rocha,R. Tiradentes - Vila Bazu - Franco da Rocha,Padaria Bazú Pães e Doces,4:20,T1
03 - Franco da Rocha,Av. São Paulo - Pq. Paulista - Franco da Rocha,Hotel Gold Park,4:25,T1
03 - Franco da Rocha,R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Lojas Cem,4:35,T1
03 - Franco da Rocha,Av. dos Expedicionarios - Centro - Franco da Rocha,Shopping Franco da Rocha,12:10,T2
03 - Franco da Rocha,R. Basílio Fazzi - Centro - Franco da Rocha,McDonald's,12:11,T2
03 - Franco da Rocha,R. Benedito Fagundes Marques - Centro - Franco da Rocha,Posto Zebrinha,12:13,T2
03 - Franco da Rocha,R. Paoli - Vila Irma - Franco da Rocha,Friomaq,12:15,T2
03 - Franco da Rocha,R. Tiradentes - Vila Bazu - Franco da Rocha,Padaria Bazú Pães e Doces,12:16,T2
03 - Franco da Rocha,Av. São Paulo - Pq. Paulista - Franco da Rocha,Hotel Gold Park,12:21,T2
03 - Franco da Rocha,R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Lojas Cem,12:34,T2
03 - Franco da Rocha,Av. dos Expedicionarios - Centro - Franco da Rocha,Shopping Franco da Rocha,20:20,T3
03 - Franco da Rocha,R. Basílio Fazzi - Centro - Franco da Rocha,McDonald's,20:22,T3
03 - Franco da Rocha,R. Benedito Fagundes Marques - Centro - Franco da Rocha,Posto Zebrinha,20:27,T3
03 - Franco da Rocha,R. Paoli - Vila Irma - Franco da Rocha,Friomaq,20:29,T3
03 - Franco da Rocha,R. Tiradentes - Vila Bazu - Franco da Rocha,Padaria Bazú Pães e Doces,20:31,T3
03 - Franco da Rocha,Av. São Paulo - Pq. Paulista - Franco da Rocha,Hotel Gold Park,20:35,T3
03 - Franco da Rocha,R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Lojas Cem,20:45,T3
03 - Franco da Rocha,Av. dos Expedicionarios - Centro - Franco da Rocha,Shopping Franco da Rocha,4:15,T4
03 - Franco da Rocha,R. Basílio Fazzi - Centro - Franco da Rocha,McDonald's,4:16,T4
03 - Franco da Rocha,R. Benedito Fagundes Marques - Centro - Franco da Rocha,Posto Zebrinha,4:18,T4
03 - Franco da Rocha,R. Paoli - Vila Irma - Franco da Rocha,Friomaq,4:19,T4
03 - Franco da Rocha,R. Tiradentes - Vila Bazu - Franco da Rocha,Padaria Bazú Pães e Doces,4:20,T4
03 - Franco da Rocha,Av. São Paulo - Pq. Paulista - Franco da Rocha,Hotel Gold Park,4:25,T4
03 - Franco da Rocha,R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Lojas Cem,4:35,T4
03 - Francisco Morato ( Apoio ),R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Ponto Antes da Lojas Cem,4:35,T1
03 - Francisco Morato ( Apoio ),R. João Mendes Júnior - Centro - Francisco Morato,Esplanada Móveis,4:40,T1
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Hospital Estadual de Francisco Morato - Lacaz,4:43,T1
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Prefeitura Municipal de Francisco Morato,4:44,T1
03 - Francisco Morato ( Apoio ),Rod. Manoel Silvério Pinto - Jd. Bandeirantes - Francisco Morato,Federzoni Casa & Construção,4:47,T1
03 - Francisco Morato ( Apoio ),Rod. Presidente Trancredo Neves - Chacara Maristela - Franco da Rocha,Aldeia da Esperança,4:54,T1
03 - Francisco Morato ( Apoio ),Rod. Edgar Maximo Zamboto - Chacara Maristela - Franco da Rocha,Kelvion,4:58,T1
03 - Francisco Morato ( Apoio ),Marg. Rod. Anhanguera - Jundiaí - Jundiaí,Sem Ponto,5:15,T1
03 - Francisco Morato ( Apoio ),Rod. Bandeirantes - Jundiaí - Jundiaí,Sem Ponto,5:16,T1
03 - Francisco Morato ( Apoio ),R. Gerônimo Caetano Garcia - Centro - Francisco Morato,Ponto Antes da Lojas Cem,12:34,T2
03 - Francisco Morato ( Apoio ),R. João Mendes Júnior - Centro - Francisco Morato,Esplanada Móveis,12:39,T2
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Hospital Estadual de Francisco Morato - Lacaz,12:41,T2
03 - Francisco Morato ( Apoio ),Rod. Manoel Silverio Pinto - Belem Estação - Francisco Morato,Prefeitura Municipal de Francisco Morato,12:43,T2
03 - Francisco Morato ( Apoio ),Rod. Manoel Silvério Pinto - Jd. Bandeirantes - Francisco Morato,Federzoni Casa & Construção,12:47,T2
03 - Francisco Morato ( Apoio ),Rod. Presidente Trancredo Neves - Chacara Maristela - Franco da Rocha,Aldeia da Esperança,12:55,T2
03 - Francisco Morato ( Apoio ),Rod. Edgar Maximo Zamboto - Chacara Maristela - Franco da Rocha,Kelvion,13:00,T2
03 - Francisco Morato ( Apoio ),Marg. Rod. Anhanguera - Jundiaí - Jundiaí,Sem Ponto,13:14,T2
